Predicted_Prob,True_Prob
0.04055197110200159,0.03506184975833538
0.14555787920837582,0.1403591238131052
0.24748661218218077,0.243828101188662
0.34397577128516754,0.35843240863055925
0.44464231590387376,0.4773210489014883
0.5496900394721659,0.5738636363636364
0.6298864263670315,0.6895238095238095
0.7068274806060294,1.0
